PLAYER,TEAM,DATE,MATCHUP,W/L,MIN,PTS,+/-
Brandon Rush,GSW,02/19/2016,GSW @ POR,L,18,1,-13
Al Horford,ATL,02/19/2016,ATL vs. MIA,L,38,14,-3
Otto Porter Jr.,WAS,02/19/2016,WAS vs. DET,W,31,11,29
Jerami Grant,PHI,02/19/2016,PHI @ NOP,L,25,12,-22
Goran Dragic,MIA,02/19/2016,MIA @ ATL,W,33,17,3
Terrence Ross,TOR,02/19/2016,TOR @ CHI,L,24,2,-16
Jason Smith,ORL,02/19/2016,ORL vs. DAL,W,18,11,-4
Allen Crabbe,POR,02/19/2016,POR vs. GSW,W,25,9,18
James Young,BOS,02/19/2016,BOS @ UTA,L,3,0,0
Jordan Clarkson,LAL,02/19/2016,LAL vs. SAS,L,34,20,-7
Frank Kaminsky,CHA,02/19/2016,CHA @ MIL,W,24,4,-10
Patrick Beverley,HOU,02/19/2016,HOU @ PHX,W,28,18,39
Isaiah Thomas,BOS,02/19/2016,BOS @ UTA,L,32,25,-20
Lou Williams,LAL,02/19/2016,LAL vs. SAS,L,36,21,-2
Reggie Bullock,DET,02/19/2016,DET @ WAS,L,2,0,4
Markieff Morris,WAS,02/19/2016,WAS vs. DET,W,22,6,-2
Michael Carter-Williams,MIL,02/19/2016,MIL vs. CHA,L,29,14,-9
KJ McDaniels,HOU,02/19/2016,HOU @ PHX,W,12,4,-14
Wesley Matthews,DAL,02/19/2016,DAL @ ORL,L,37,5,-9
Kelly Oubre Jr.,WAS,02/19/2016,WAS vs. DET,W,2,2,-4
Jason Terry,HOU,02/19/2016,HOU @ PHX,W,11,0,-8
Kendall Marshall,PHI,02/19/2016,PHI @ NOP,L,11,9,3
Kyle Singler,OKC,02/19/2016,OKC vs. IND,L,13,2,11
Brandon Rush,GSW,02/20/2016,GSW @ LAC,W,27,6,-4
Justise Winslow,MIA,02/20/2016,MIA vs. WAS,W,26,14,6
Otto Porter Jr.,WAS,02/20/2016,WAS @ MIA,L,32,7,-13
Beno Udrih,MIA,02/20/2016,MIA vs. WAS,W,18,7,7
JJ Redick,LAC,02/20/2016,LAC vs. GSW,L,27,16,-5
Lance Thomas,NYK,02/20/2016,NYK @ MIN,W,26,11,3
Langston Galloway,NYK,02/20/2016,NYK @ MIN,W,23,6,-1
Marreese Speights,GSW,02/20/2016,GSW @ LAC,W,9,4,-1
Chris Paul,LAC,02/20/2016,LAC vs. GSW,L,35,24,-14
Udonis Haslem,MIA,02/20/2016,MIA vs. WAS,W,2,0,-2
Amar'e Stoudemire,MIA,02/20/2016,MIA vs. WAS,W,17,4,14
CJ Wilcox,LAC,02/20/2016,LAC vs. GSW,L,5,6,13
Mike Scott,ATL,02/20/2016,ATL vs. MIL,L,19,6,6
Markieff Morris,WAS,02/20/2016,WAS @ MIA,L,21,5,-5
Dennis Schroder,ATL,02/20/2016,ATL vs. MIL,L,40,25,1
Giannis Antetokounmpo,MIL,02/20/2016,MIL @ ATL,W,38,19,2
Hassan Whiteside,MIA,02/20/2016,MIA vs. WAS,W,29,25,8
O.J. Mayo,MIL,02/20/2016,MIL @ ATL,W,38,9,1
Arron Afflalo,NYK,02/20/2016,NYK @ MIN,W,39,11,1
Jared Dudley,WAS,02/20/2016,WAS @ MIA,L,26,16,-14
Greg Monroe,MIL,02/20/2016,MIL @ ATL,W,36,24,4
Andre Iguodala,GSW,02/20/2016,GSW @ LAC,W,29,10,2
Kyle Korver,ATL,02/20/2016,ATL vs. MIL,L,40,12,-10
Zach LaVine,MIN,02/20/2016,MIN vs. NYK,L,33,14,5
DeAndre Jordan,LAC,02/20/2016,LAC vs. GSW,L,37,16,-12
Josh McRoberts,MIA,02/20/2016,MIA vs. WAS,W,19,3,19
Mike Muscala,ATL,02/20/2016,ATL vs. MIL,L,8,0,-1
Miles Plumlee,MIL,02/20/2016,MIL @ ATL,W,22,6,4
John Wall,WAS,02/20/2016,WAS @ MIA,L,33,12,-21
Rashad Vaughn,MIL,02/20/2016,MIL @ ATL,W,19,2,-2
Carmelo Anthony,NYK,02/20/2016,NYK @ MIN,W,41,30,15
Paul Millsap,ATL,02/20/2016,ATL vs. MIL,L,46,27,-16
Jarell Eddie,WAS,02/20/2016,WAS @ MIA,L,5,0,1
Jabari Parker,MIL,02/20/2016,MIL @ ATL,W,51,28,18
Drew Gooden,WAS,02/20/2016,WAS @ MIA,L,5,5,1
Marcin Gortat,WAS,02/20/2016,WAS @ MIA,L,31,14,-11
Robin Lopez,NYK,02/20/2016,NYK @ MIN,W,36,26,10
Jamal Crawford,LAC,02/20/2016,LAC vs. GSW,L,38,25,-11
Jose Calderon,NYK,02/20/2016,NYK @ MIN,W,35,9,8
Sasha Vujacic,NYK,02/20/2016,NYK @ MIN,W,7,0,5
Ian Clark,GSW,02/20/2016,GSW @ LAC,W,3,0,-9
Andrew Wiggins,MIN,02/20/2016,MIN vs. NYK,L,36,24,-3
Wesley Johnson,LAC,02/20/2016,LAC vs. GSW,L,31,8,2
Nene,WAS,02/20/2016,WAS @ MIA,L,13,4,-10
Kelly Oubre Jr.,WAS,02/20/2016,WAS @ MIA,L,5,3,1
Goran Dragic,MIA,02/20/2016,MIA vs. WAS,W,30,24,13
Gerald Green,MIA,02/20/2016,MIA vs. WAS,W,29,5,8
Harrison Barnes,GSW,02/20/2016,GSW @ LAC,W,29,18,13
Kevon Looney,GSW,02/20/2016,GSW @ LAC,W,2,0,-10
Tayshaun Prince,MIN,02/20/2016,MIN vs. NYK,L,21,0,-18
Kristaps Porzingis,NYK,02/20/2016,NYK @ MIN,W,12,6,10
Kevin Martin,MIN,02/20/2016,MIN vs. NYK,L,12,1,-5
Damjan Rudez,MIN,02/20/2016,MIN vs. NYK,L,4,0,-6
Klay Thompson,GSW,02/20/2016,GSW @ LAC,W,40,32,16
Ramon Sessions,WAS,02/20/2016,WAS @ MIA,L,25,9,-10
Josh Richardson,MIA,02/20/2016,MIA vs. WAS,W,35,5,15
Kyle O'Quinn,NYK,02/20/2016,NYK @ MIN,W,9,0,-3
Stephen Curry,GSW,02/20/2016,GSW @ LAC,W,36,23,4
Pablo Prigioni,LAC,02/20/2016,LAC vs. GSW,L,10,6,8
Michael Carter-Williams,MIL,02/20/2016,MIL @ ATL,W,38,17,-2
Shaun Livingston,GSW,02/20/2016,GSW @ LAC,W,14,2,9
Alex Stepheson,LAC,02/20/2016,LAC vs. GSW,L,2,0,10
Shabazz Muhammad,MIN,02/20/2016,MIN vs. NYK,L,33,20,5
Garrett Temple,WAS,02/20/2016,WAS @ MIA,L,17,0,-14
Leandro Barbosa,GSW,02/20/2016,GSW @ LAC,W,13,2,-9
Paul Pierce,LAC,02/20/2016,LAC vs. GSW,L,16,2,-2
Karl-Anthony Towns,MIN,02/20/2016,MIN vs. NYK,L,41,24,3
Jason Thompson,GSW,02/20/2016,GSW @ LAC,W,2,0,-10
Luc Mbah a Moute,LAC,02/20/2016,LAC vs. GSW,L,13,0,-7
Jeff Green,LAC,02/20/2016,LAC vs. GSW,L,20,5,0
Tim Hardaway Jr.,ATL,02/20/2016,ATL vs. MIL,L,14,7,7
Derrick Williams,NYK,02/20/2016,NYK @ MIN,W,11,4,-8
Luol Deng,MIA,02/20/2016,MIA vs. WAS,W,35,27,12
Thabo Sefolosha,ATL,02/20/2016,ATL vs. MIL,L,34,8,6
Cole Aldrich,LAC,02/20/2016,LAC vs. GSW,L,8,4,3
Gorgui Dieng,MIN,02/20/2016,MIN vs. NYK,L,25,3,-23
Khris Middleton,MIL,02/20/2016,MIL @ ATL,W,48,12,15
Ricky Rubio,MIN,02/20/2016,MIN vs. NYK,L,35,9,2
Kent Bazemore,ATL,02/20/2016,ATL vs. MIL,L,26,2,-19
Draymond Green,GSW,02/20/2016,GSW @ LAC,W,38,18,14
Al Horford,ATL,02/20/2016,ATL vs. MIL,L,44,17,-5
Bradley Beal,WAS,02/20/2016,WAS @ MIA,L,29,19,-5
Jeff Teague,ATL,02/20/2016,ATL vs. MIL,L,18,5,-9
Maurice Harkless,POR,02/21/2016,POR vs. UTA,W,25,17,-2
Kyle Lowry,TOR,02/21/2016,TOR vs. MEM,W,40,18,10
Taj Gibson,CHI,02/21/2016,CHI vs. LAL,W,29,5,3
Ersan Ilyasova,ORL,02/21/2016,ORL vs. IND,L,18,7,-4
Avery Bradley,BOS,02/21/2016,BOS @ DEN,W,32,20,8
J.J. Barea,DAL,02/21/2016,DAL vs. PHI,W,24,12,7
D.J. Augustin,DEN,02/21/2016,DEN vs. BOS,L,30,13,-11
Dante Cunningham,NOP,02/21/2016,NOP @ DET,W,24,4,-3
Luis Scola,TOR,02/21/2016,TOR vs. MEM,W,18,7,-9
Markel Brown,BKN,02/21/2016,BKN vs. CHA,L,19,12,-8
Vince Carter,MEM,02/21/2016,MEM @ TOR,L,31,16,-5
Myles Turner,IND,02/21/2016,IND @ ORL,W,31,12,3
Darrell Arthur,DEN,02/21/2016,DEN vs. BOS,L,12,2,-9
Ish Smith,PHI,02/21/2016,PHI @ DAL,L,26,3,-14
Richard Jefferson,CLE,02/21/2016,CLE @ OKC,W,25,15,16
PJ Hairston,MEM,02/21/2016,MEM @ TOR,L,16,2,-8
Matthew Dellavedova,CLE,02/21/2016,CLE @ OKC,W,29,2,10
Chris Andersen,MEM,02/21/2016,MEM @ TOR,L,9,1,-5
Rodney Hood,UTA,02/21/2016,UTA @ POR,L,33,18,-12
Zaza Pachulia,DAL,02/21/2016,DAL vs. PHI,W,19,9,3
Mitch McGary,OKC,02/21/2016,OKC vs. CLE,L,3,0,-2
Isaiah Thomas,BOS,02/21/2016,BOS @ DEN,W,32,22,15
Timofey Mozgov,CLE,02/21/2016,CLE @ OKC,W,18,11,4
Omer Asik,NOP,02/21/2016,NOP @ DET,W,7,5,1
Danny Green,SAS,02/21/2016,SAS @ PHX,W,34,11,7
Charlie Villanueva,DAL,02/21/2016,DAL vs. PHI,W,8,4,1
Tim Duncan,SAS,02/21/2016,SAS @ PHX,W,17,6,1
DeMar DeRozan,TOR,02/21/2016,TOR vs. MEM,W,36,21,10
Chris McCullough,BKN,02/21/2016,BKN vs. CHA,L,10,2,-2
Jordan Mickey,BOS,02/21/2016,BOS @ DEN,W,3,2,0
Dwight Powell,DAL,02/21/2016,DAL vs. PHI,W,10,6,-4
David West,SAS,02/21/2016,SAS @ PHX,W,14,6,2
Jae Crowder,BOS,02/21/2016,BOS @ DEN,W,31,13,15
Bobby Portis,CHI,02/21/2016,CHI vs. LAL,W,25,17,-3
Marvin Williams,CHA,02/21/2016,CHA @ BKN,W,31,9,4
Norris Cole,NOP,02/21/2016,NOP @ DET,W,21,5,2
Bryce Dejean-Jones,NOP,02/21/2016,NOP @ DET,W,21,5,4
Pau Gasol,CHI,02/21/2016,CHI vs. LAL,W,38,21,19
Ryan Anderson,NOP,02/21/2016,NOP @ DET,W,25,6,0
Brandon Jennings,ORL,02/21/2016,ORL vs. IND,L,25,12,-2
Derrick Favors,UTA,02/21/2016,UTA @ POR,L,34,22,6
Courtney Lee,CHA,02/21/2016,CHA @ BKN,W,21,5,-8
T.J. McConnell,PHI,02/21/2016,PHI @ DAL,L,16,6,-11
Aaron Gordon,ORL,02/21/2016,ORL vs. IND,L,30,10,1
Serge Ibaka,OKC,02/21/2016,OKC vs. CLE,L,31,12,-17
Damian Lillard,POR,02/21/2016,POR vs. UTA,W,37,30,6
Andre Drummond,DET,02/21/2016,DET vs. NOP,L,35,21,-7
Kevin Durant,OKC,02/21/2016,OKC vs. CLE,L,33,26,-17
Enes Kanter,OKC,02/21/2016,OKC vs. CLE,L,18,5,-19
Terry Rozier,BOS,02/21/2016,BOS @ DEN,W,3,0,0
Ronnie Price,PHX,02/21/2016,PHX vs. SAS,L,20,11,-5
Tobias Harris,DET,02/21/2016,DET vs. NOP,L,35,16,-4
Aron Baynes,DET,02/21/2016,DET vs. NOP,L,13,4,2
Trey Burke,UTA,02/21/2016,UTA @ POR,L,13,6,-3
PJ Tucker,PHX,02/21/2016,PHX vs. SAS,L,30,7,-9
Mike Dunleavy,CHI,02/21/2016,CHI vs. LAL,W,25,17,14
Kentavious Caldwell-Pope,DET,02/21/2016,DET vs. NOP,L,34,14,-7
Devin Harris,DAL,02/21/2016,DAL vs. PHI,W,17,8,0
Mike Conley,MEM,02/21/2016,MEM @ TOR,L,35,8,-17
James Jones,CLE,02/21/2016,CLE @ OKC,W,6,2,7
Bojan Bogdanovic,BKN,02/21/2016,BKN vs. CHA,L,20,3,-8
Kris Humphries,PHX,02/21/2016,PHX vs. SAS,L,24,7,-8
Gordon Hayward,UTA,02/21/2016,UTA @ POR,L,38,21,-7
Kyle Singler,OKC,02/21/2016,OKC vs. CLE,L,8,0,-1
Doug McDermott,CHI,02/21/2016,CHI vs. LAL,W,21,16,-5
Jahlil Okafor,PHI,02/21/2016,PHI @ DAL,L,32,31,-28
Cody Zeller,CHA,02/21/2016,CHA @ BKN,W,22,10,9
Tristan Thompson,CLE,02/21/2016,CLE @ OKC,W,36,14,19
Nerlens Noel,PHI,02/21/2016,PHI @ DAL,L,19,4,-2
Archie Goodwin,PHX,02/21/2016,PHX vs. SAS,L,24,14,-6
Noah Vonleh,POR,02/21/2016,POR vs. UTA,W,16,5,14
James Johnson,TOR,02/21/2016,TOR vs. MEM,W,15,3,-2
Ian Mahinmi,IND,02/21/2016,IND @ ORL,W,32,14,6
Cory Joseph,TOR,02/21/2016,TOR vs. MEM,W,26,14,11
Trevor Booker,UTA,02/21/2016,UTA @ POR,L,21,8,0
Evan Turner,BOS,02/21/2016,BOS @ DEN,W,27,17,15
Shelvin Mack,UTA,02/21/2016,UTA @ POR,L,24,16,14
Chandler Parsons,DAL,02/21/2016,DAL vs. PHI,W,27,15,27
RJ Hunter,BOS,02/21/2016,BOS @ DEN,W,3,0,0
Matt Barnes,MEM,02/21/2016,MEM @ TOR,L,31,1,-7
Lavoy Allen,IND,02/21/2016,IND @ ORL,W,17,2,0
Joffrey Lauvergne,DEN,02/21/2016,DEN vs. BOS,L,2,0,-2
Jeremy Lamb,CHA,02/21/2016,CHA @ BKN,W,16,5,7
Joe Young,IND,02/21/2016,IND @ ORL,W,8,0,-8
Cameron Payne,OKC,02/21/2016,OKC vs. CLE,L,10,6,-3
Devin Booker,PHX,02/21/2016,PHX vs. SAS,L,24,10,-1
Al Jefferson,CHA,02/21/2016,CHA @ BKN,W,24,18,6
Gary Harris,DEN,02/21/2016,DEN vs. BOS,L,38,14,-8
Kenneth Faried,DEN,02/21/2016,DEN vs. BOS,L,13,0,-6
Will Barton,DEN,02/21/2016,DEN vs. BOS,L,31,10,-23
Jordan Clarkson,LAL,02/21/2016,LAL @ CHI,L,37,20,-4
Solomon Hill,IND,02/21/2016,IND @ ORL,W,14,1,-4
Randy Foye,OKC,02/21/2016,OKC vs. CLE,L,14,2,-16
George Hill,IND,02/21/2016,IND @ ORL,W,34,8,9
Donald Sloan,BKN,02/21/2016,BKN vs. CHA,L,30,9,0
Brandan Wright,MEM,02/21/2016,MEM @ TOR,L,21,2,-4
Nik Stauskas,PHI,02/21/2016,PHI @ DAL,L,20,8,-10
Alexis Ajinca,NOP,02/21/2016,NOP @ DET,W,10,4,1
Kemba Walker,CHA,02/21/2016,CHA @ BKN,W,39,28,2
Phil Pressey,PHX,02/21/2016,PHX vs. SAS,L,28,6,-2
Chris Johnson,UTA,02/21/2016,UTA @ POR,L,19,4,9
Anthony Tolliver,DET,02/21/2016,DET vs. NOP,L,8,3,-3
Paul George,IND,02/21/2016,IND @ ORL,W,36,20,7
Nikola Vucevic,ORL,02/21/2016,ORL vs. IND,L,35,19,1
Isaiah Canaan,PHI,02/21/2016,PHI @ DAL,L,27,15,-17
Rudy Gobert,UTA,02/21/2016,UTA @ POR,L,36,7,-15
Anthony Davis,NOP,02/21/2016,NOP @ DET,W,43,59,17
Bismack Biyombo,TOR,02/21/2016,TOR vs. MEM,W,17,5,12
Thomas Robinson,BKN,02/21/2016,BKN vs. CHA,L,10,0,-6
Mario Chalmers,MEM,02/21/2016,MEM @ TOR,L,19,17,-3
Reggie Jackson,DET,02/21/2016,DET vs. NOP,L,31,34,-1
Jeremy Evans,DAL,02/21/2016,DAL vs. PHI,W,3,3,0
Hollis Thompson,PHI,02/21/2016,PHI @ DAL,L,22,8,-13
Victor Oladipo,ORL,02/21/2016,ORL vs. IND,L,41,17,-1
Sasha Kaun,CLE,02/21/2016,CLE @ OKC,W,3,0,2
JR Smith,CLE,02/21/2016,CLE @ OKC,W,39,15,14
Thaddeus Young,BKN,02/21/2016,BKN vs. CHA,L,38,14,-2
Jason Smith,ORL,02/21/2016,ORL vs. IND,L,13,8,-4
Joe Ingles,UTA,02/21/2016,UTA @ POR,L,7,5,0
Emmanuel Mudiay,DEN,02/21/2016,DEN vs. BOS,L,31,18,-9
Elfrid Payton,ORL,02/21/2016,ORL vs. IND,L,23,4,-1
Brook Lopez,BKN,02/21/2016,BKN vs. CHA,L,32,16,-8
Nick Young,LAL,02/21/2016,LAL @ CHI,L,21,3,-10
Kobe Bryant,LAL,02/21/2016,LAL @ CHI,L,27,22,-1
Salah Mejri,DAL,02/21/2016,DAL vs. PHI,W,14,4,17
CJ McCollum,POR,02/21/2016,POR vs. UTA,W,37,31,15
Darrun Hilliard,DET,02/21/2016,DET vs. NOP,L,11,3,1
LeBron James,CLE,02/21/2016,CLE @ OKC,W,37,25,22
Alonzo Gee,NOP,02/21/2016,NOP @ DET,W,27,0,0
Wayne Ellington,BKN,02/21/2016,BKN vs. CHA,L,22,13,-7
Toney Douglas,NOP,02/21/2016,NOP @ DET,W,23,3,-1
Nick Collison,OKC,02/21/2016,OKC vs. CLE,L,16,4,-6
Marcus Smart,BOS,02/21/2016,BOS @ DEN,W,32,10,19
Justin Anderson,DAL,02/21/2016,DAL vs. PHI,W,6,4,1
Patrick Patterson,TOR,02/21/2016,TOR vs. MEM,W,30,11,22
Terrence Ross,TOR,02/21/2016,TOR vs. MEM,W,27,9,10
Tony Snell,CHI,02/21/2016,CHI vs. LAL,W,9,0,9
Aaron Brooks,CHI,02/21/2016,CHI vs. LAL,W,17,2,15
D'Angelo Russell,LAL,02/21/2016,LAL @ CHI,L,34,15,-18
JaMychal Green,MEM,02/21/2016,MEM @ TOR,L,20,4,8
Joe Johnson,BKN,02/21/2016,BKN vs. CHA,L,33,17,-2
Kendall Marshall,PHI,02/21/2016,PHI @ DAL,L,6,3,-1
Jordan Hill,IND,02/21/2016,IND @ ORL,W,16,13,-3
Jonathon Simmons,SAS,02/21/2016,SAS @ PHX,W,11,7,0
Boris Diaw,SAS,02/21/2016,SAS @ PHX,W,23,9,11
Frank Kaminsky,CHA,02/21/2016,CHA @ BKN,W,17,2,4
Jerami Grant,PHI,02/21/2016,PHI @ DAL,L,29,4,-25
Raul Neto,UTA,02/21/2016,UTA @ POR,L,10,4,-13
Jonas Jerebko,BOS,02/21/2016,BOS @ DEN,W,20,6,5
Amir Johnson,BOS,02/21/2016,BOS @ DEN,W,18,6,10
Jusuf Nurkic,DEN,02/21/2016,DEN vs. BOS,L,12,4,-1
Tyler Hansbrough,CHA,02/21/2016,CHA @ BKN,W,2,0,-7
Cristiano Felicio,CHI,02/21/2016,CHI vs. LAL,W,4,0,3
Russell Westbrook,OKC,02/21/2016,OKC vs. CLE,L,33,20,-16
LaMarcus Aldridge,SAS,02/21/2016,SAS @ PHX,W,34,19,3
Carl Landry,PHI,02/21/2016,PHI @ DAL,L,6,1,-1
Mason Plumlee,POR,02/21/2016,POR vs. UTA,W,30,9,12
Jon Leuer,PHX,02/21/2016,PHX vs. SAS,L,18,13,3
Al-Farouq Aminu,POR,02/21/2016,POR vs. UTA,W,28,2,13
Tony Parker,SAS,02/21/2016,SAS @ PHX,W,27,22,-3
Anthony Morrow,OKC,02/21/2016,OKC vs. CLE,L,14,4,-2
Dirk Nowitzki,DAL,02/21/2016,DAL vs. PHI,W,27,18,14
Wesley Matthews,DAL,02/21/2016,DAL vs. PHI,W,27,21,27
Roy Hibbert,LAL,02/21/2016,LAL @ CHI,L,21,6,-18
Kyrie Irving,CLE,02/21/2016,CLE @ OKC,W,9,2,-3
Raymond Felton,DAL,02/21/2016,DAL vs. PHI,W,29,10,11
Lance Stephenson,MEM,02/21/2016,MEM @ TOR,L,22,16,-12
James Young,BOS,02/21/2016,BOS @ DEN,W,2,0,0
Robert Covington,PHI,02/21/2016,PHI @ DAL,L,25,14,-10
Shane Larkin,BKN,02/21/2016,BKN vs. CHA,L,21,6,-6
Kevin Love,CLE,02/21/2016,CLE @ OKC,W,38,29,24
Rasual Butler,SAS,02/21/2016,SAS @ PHX,W,26,12,11
Tyler Zeller,BOS,02/21/2016,BOS @ DEN,W,15,9,7
Ray McCallum,SAS,02/21/2016,SAS @ PHX,W,3,0,-2
Richaun Holmes,PHI,02/21/2016,PHI @ DAL,L,12,6,2
Willie Reed,BKN,02/21/2016,BKN vs. CHA,L,6,4,9
Evan Fournier,ORL,02/21/2016,ORL vs. IND,L,34,23,-2
Patty Mills,SAS,02/21/2016,SAS @ PHX,W,23,21,9
Dion Waiters,OKC,02/21/2016,OKC vs. CLE,L,33,4,-14
Mike Miller,DEN,02/21/2016,DEN vs. BOS,L,9,0,-5
Jonas Valanciunas,TOR,02/21/2016,TOR vs. MEM,W,31,10,1
Sonny Weems,PHX,02/21/2016,PHX vs. SAS,L,18,6,2
Mirza Teletovic,PHX,02/21/2016,PHX vs. SAS,L,29,14,-6
Danilo Gallinari,DEN,02/21/2016,DEN vs. BOS,L,31,17,-15
Mario Hezonja,ORL,02/21/2016,ORL vs. IND,L,9,0,2
C.J. Watson,ORL,02/21/2016,ORL vs. IND,L,12,2,-5
Derrick Rose,CHI,02/21/2016,CHI vs. LAL,W,31,24,-4
Deron Williams,DAL,02/21/2016,DAL vs. PHI,W,27,15,26
Larry Nance Jr.,LAL,02/21/2016,LAL @ CHI,L,16,3,11
Steve Blake,DET,02/21/2016,DET vs. NOP,L,17,3,-4
Steven Adams,OKC,02/21/2016,OKC vs. CLE,L,28,9,-2
Nicolas Batum,CHA,02/21/2016,CHA @ BKN,W,37,16,13
Kyle Anderson,SAS,02/21/2016,SAS @ PHX,W,29,5,-4
Monta Ellis,IND,02/21/2016,IND @ ORL,W,39,21,4
Jeremy Lin,CHA,02/21/2016,CHA @ BKN,W,31,11,10
Brandon Bass,LAL,02/21/2016,LAL @ CHI,L,27,13,7
E'Twaun Moore,CHI,02/21/2016,CHI vs. LAL,W,41,24,4
Meyers Leonard,POR,02/21/2016,POR vs. UTA,W,7,3,-12
CJ Miles,IND,02/21/2016,IND @ ORL,W,13,14,1
Allen Crabbe,POR,02/21/2016,POR vs. UTA,W,20,3,-7
Nikola Jokic,DEN,02/21/2016,DEN vs. BOS,L,30,23,-11
Marcus Morris,DET,02/21/2016,DET vs. NOP,L,34,2,-3
Lou Williams,LAL,02/21/2016,LAL @ CHI,L,25,11,0
Trey Lyles,UTA,02/21/2016,UTA @ POR,L,5,0,1
Julius Randle,LAL,02/21/2016,LAL @ CHI,L,32,22,-22
Jared Sullinger,BOS,02/21/2016,BOS @ DEN,W,23,16,6
Ed Davis,POR,02/21/2016,POR vs. UTA,W,19,11,-8
Gerald Henderson,POR,02/21/2016,POR vs. UTA,W,22,4,-11
Jrue Holiday,NOP,02/21/2016,NOP @ DET,W,32,20,4
Zach Randolph,MEM,02/21/2016,MEM @ TOR,L,36,18,-12
Stanley Johnson,DET,02/21/2016,DET vs. NOP,L,22,6,1
Kendrick Perkins,NOP,02/21/2016,NOP @ DET,W,7,0,0
Alex Len,PHX,02/21/2016,PHX vs. SAS,L,24,23,-3
Ricky Rubio,MIN,02/22/2016,MIN vs. BOS,W,32,15,11
DeAndre Jordan,LAC,02/22/2016,LAC vs. PHX,W,27,17,35
Ryan Kelly,LAL,02/22/2016,LAL @ MIL,L,8,4,13
Kobe Bryant,LAL,02/22/2016,LAL @ MIL,L,24,15,-20
JR Smith,CLE,02/22/2016,CLE vs. DET,L,36,7,-14
Langston Galloway,NYK,02/22/2016,NYK vs. TOR,L,25,0,2
Jose Calderon,NYK,02/22/2016,NYK vs. TOR,L,19,0,-21
Anthony Bennett,TOR,02/22/2016,TOR @ NYK,W,2,0,3
Sonny Weems,PHX,02/22/2016,PHX @ LAC,L,16,2,0
Jeff Green,LAC,02/22/2016,LAC vs. PHX,W,24,18,6
Kyrie Irving,CLE,02/22/2016,CLE vs. DET,L,38,30,-8
Aron Baynes,DET,02/22/2016,DET @ CLE,W,13,0,1
George Hill,IND,02/22/2016,IND @ MIA,L,37,1,-6
Patrick Patterson,TOR,02/22/2016,TOR @ NYK,W,26,5,14
Larry Nance Jr.,LAL,02/22/2016,LAL @ MIL,L,10,2,-4
Ronnie Price,PHX,02/22/2016,PHX @ LAC,L,27,12,-33
Tarik Black,LAL,02/22/2016,LAL @ MIL,L,12,2,18
Gerald Green,MIA,02/22/2016,MIA vs. IND,W,18,0,-16
Norman Powell,TOR,02/22/2016,TOR @ NYK,W,2,0,3
Isaiah Thomas,BOS,02/22/2016,BOS @ MIN,L,32,18,-10
Justise Winslow,MIA,02/22/2016,MIA vs. IND,W,40,15,29
Marreese Speights,GSW,02/22/2016,GSW @ ATL,W,8,2,-8
Channing Frye,CLE,02/22/2016,CLE vs. DET,L,9,2,-1
Jae Crowder,BOS,02/22/2016,BOS @ MIN,L,37,27,-4
Shaun Livingston,GSW,02/22/2016,GSW @ ATL,W,20,4,7
Beno Udrih,MIA,02/22/2016,MIA vs. IND,W,6,0,-8
Hassan Whiteside,MIA,02/22/2016,MIA vs. IND,W,41,19,17
Adreian Payne,MIN,02/22/2016,MIN vs. BOS,W,12,4,9
Tyler Zeller,BOS,02/22/2016,BOS @ MIN,L,14,6,3
Luol Deng,MIA,02/22/2016,MIA vs. IND,W,37,13,8
D'Angelo Russell,LAL,02/22/2016,LAL @ MIL,L,29,9,-29
Jerian Grant,NYK,02/22/2016,NYK vs. TOR,L,12,9,-9
Cory Joseph,TOR,02/22/2016,TOR @ NYK,W,25,13,9
Archie Goodwin,PHX,02/22/2016,PHX @ LAC,L,38,20,-24
CJ Wilcox,LAC,02/22/2016,LAC vs. PHX,W,10,5,12
Amar'e Stoudemire,MIA,02/22/2016,MIA vs. IND,W,12,4,-11
Leandro Barbosa,GSW,02/22/2016,GSW @ ATL,W,11,3,-6
Tyus Jones,MIN,02/22/2016,MIN vs. BOS,W,16,9,-9
James Johnson,TOR,02/22/2016,TOR @ NYK,W,27,12,25
Lucas Nogueira,TOR,02/22/2016,TOR @ NYK,W,3,0,3
Chris Paul,LAC,02/22/2016,LAC vs. PHX,W,27,16,37
Jeff Teague,ATL,02/22/2016,ATL vs. GSW,L,30,16,-15
Lance Thomas,NYK,02/22/2016,NYK vs. TOR,L,21,9,0
Marcus Morris,DET,02/22/2016,DET @ CLE,W,40,14,-4
O.J. Mayo,MIL,02/22/2016,MIL vs. LAL,W,24,12,6
Kyle O'Quinn,NYK,02/22/2016,NYK vs. TOR,L,9,0,-10
Karl-Anthony Towns,MIN,02/22/2016,MIN vs. BOS,W,36,28,1
Lavoy Allen,IND,02/22/2016,IND @ MIA,L,22,8,-3
Kevin Martin,MIN,02/22/2016,MIN vs. BOS,W,14,5,-1
Tobias Harris,DET,02/22/2016,DET @ CLE,W,35,14,16
Roy Hibbert,LAL,02/22/2016,LAL @ MIL,L,21,2,-19
Dennis Schroder,ATL,02/22/2016,ATL vs. GSW,L,18,18,7
Stephen Curry,GSW,02/22/2016,GSW @ ATL,W,36,36,13
Luc Mbah a Moute,LAC,02/22/2016,LAC vs. PHX,W,20,6,30
Josh Richardson,MIA,02/22/2016,MIA vs. IND,W,9,0,-5
Jabari Parker,MIL,02/22/2016,MIL vs. LAL,W,36,15,3
