Team1 v/s Team2,Game Number,W/L,Team1 strength,Team2 strength,Total Time 1,Total Time 2
6 v/s 11,75,L,1099.9975566382582,1250.5840381819805,240.00000000000006,240.00000000000006
8 v/s 3,76,W,1017.1606422756026,949.3221069918434,240.0,239.99999999999994
13 v/s 14,77,L,970.5922715468147,1043.4135602149197,240.0,240.0
7 v/s 3,78,L,1059.7157486832684,1162.7763538206625,239.99999999999997,239.99999999999997
15 v/s 6,79,L,966.0701024044731,1085.1103310267988,240.00000000000003,240.0
15 v/s 4,80,L,1054.8002687231433,1141.0222291757755,240.00000000000003,239.99999999999997
13 v/s 11,81,L,1007.9406301061665,1060.8010043548386,240.00000000000006,240.0
14 v/s 12,82,W,976.491369630387,802.5659359866319,240.0,240.0
2 v/s 9,83,L,1130.2006603867344,1274.8999735367638,240.0,240.0
16 v/s 14,84,W,1017.7903995865781,845.8108612353536,240.0,240.0
13 v/s 11,85,L,1075.4154887300272,1099.4802291182364,240.0,240.00000000000003
10 v/s 11,86,W,1056.425392256918,942.8582564565161,240.0,240.00000000000006
6 v/s 16,87,W,1044.2001094842797,925.1740102622721,240.00000000000006,240.00000000000003
14 v/s 1,88,L,987.4083651700262,1013.1571995975075,240.00000000000006,239.99999999999994
12 v/s 8,89,W,1056.5570856034728,902.8217863407752,240.0,240.0
16 v/s 10,90,W,1048.0850132335506,1040.4127569609943,240.00000000000003,240.0
4 v/s 8,91,W,1113.1354719794865,1105.0208597118863,240.00000000000006,239.99999999999994
1 v/s 12,92,W,1063.3514976897186,1016.7267881333369,240.0,240.0
15 v/s 1,93,L,1033.7848203646204,1035.2222420874766,240.0,240.0
16 v/s 8,94,L,1020.2149213929039,1173.096175502282,240.0,240.0
12 v/s 9,95,W,1088.2863538272277,984.5747732294743,239.99999999999997,240.00000000000003
1 v/s 11,96,W,1086.0068147379563,1058.7804916646853,239.99999999999997,240.0
9 v/s 7,97,L,991.4575282673799,1142.8113596968574,239.99999999999994,239.99999999999997
1 v/s 15,98,L,978.0894202336062,989.1365275676806,240.0,240.00000000000003
8 v/s 10,99,W,1044.6550310765826,1028.8070215649172,239.99999999999997,239.99999999999997
11 v/s 3,100,L,1030.297049168712,1137.9396637392679,240.0,240.0
13 v/s 16,101,W,1034.8704756196778,994.3122147318991,240.00000000000003,239.99999999999997
10 v/s 2,102,L,962.6913874725639,1139.2709804462106,240.0,239.99999999999994
2 v/s 8,103,W,1108.8384851573294,937.5220047279396,240.0,240.00000000000003
15 v/s 2,104,W,1127.0181941782707,1021.4573079090454,239.99999999999994,240.0
8 v/s 5,105,L,961.8704508328946,1125.8181004124194,240.00000000000006,240.0
7 v/s 8,106,L,1063.3073749174605,1118.673239206222,239.99999999999997,240.0
6 v/s 9,107,L,1017.4566708713795,1140.8902245857294,240.00000000000003,240.00000000000003
2 v/s 3,108,L,1127.1225060335016,1166.1198845901936,240.0,239.99999999999997
3 v/s 6,109,W,1084.9295624179301,1062.0602881833122,240.0,240.00000000000003
14 v/s 15,110,L,1026.8130144592913,1110.8924139658702,239.99999999999997,240.0
9 v/s 8,111,L,1032.9418229322434,1060.9943738536942,240.0,239.99999999999997
5 v/s 7,112,W,1113.5952631172302,1027.0864787481169,240.00000000000003,240.00000000000003
13 v/s 2,113,W,1071.6551450173893,1025.1162188516278,239.99999999999991,240.0
10 v/s 12,114,W,1025.3745190987636,1010.3175072870564,240.00000000000003,240.00000000000003
8 v/s 4,115,W,1042.7368606501757,1039.7155115067567,239.99999999999997,239.99999999999997
8 v/s 1,116,W,1072.6651343353221,1024.92336690598,240.0,239.99999999999997
4 v/s 8,117,W,989.9269338793948,952.9492801322153,240.00000000000003,239.99999999999997
9 v/s 13,118,W,1066.7903316505312,935.8977965868193,240.0,239.99999999999997
12 v/s 6,119,W,1087.4912067602115,1023.564139898077,240.0,239.99999999999997
12 v/s 13,120,L,1024.2106103126932,1145.1265440397433,240.00000000000006,239.99999999999997
4 v/s 7,121,L,1025.0238271962132,1052.9025310592835,239.99999999999997,240.00000000000003
15 v/s 5,122,L,1028.579373009356,1064.8124262468139,239.99999999999997,239.99999999999997
11 v/s 5,123,L,1040.9228380508619,1209.9120800498533,240.0,240.0
5 v/s 13,124,W,1117.430176928308,1117.001096314502,240.0,240.00000000000003
15 v/s 14,125,W,1007.4768759636152,916.2129361262741,240.0,240.00000000000006
7 v/s 1,126,W,1067.70774842467,1004.302970838938,240.0,239.99999999999997
16 v/s 7,127,L,1012.1430823486876,1134.7523366984808,240.0,239.99999999999997
12 v/s 7,128,L,1036.7010883198802,1092.0541598447205,239.99999999999997,240.0
13 v/s 1,129,W,1044.7407451328243,1042.532673951466,240.00000000000003,240.0
15 v/s 14,130,L,989.5834231337758,1078.1952469366888,240.00000000000006,240.0
5 v/s 6,131,W,1104.6204323465854,835.5620182167038,239.99999999999997,240.00000000000003
7 v/s 9,132,W,1028.7385659147083,978.3680249296941,240.0,240.0
1 v/s 3,133,L,1090.8563163966178,1256.2772968223983,240.0,239.99999999999994
7 v/s 11,134,W,1054.2463409800525,1000.6628034769906,240.0,240.00000000000009
13 v/s 11,135,L,991.4550063083186,1197.1840546306255,239.99999999999994,240.0
11 v/s 8,136,W,951.9014066629459,856.5135169689022,240.0,240.00000000000003
5 v/s 2,137,L,1050.0716078896883,1187.0211386003764,240.00000000000003,240.00000000000003
7 v/s 15,138,L,1037.4857529005092,1080.5947300893113,240.0,240.00000000000006
5 v/s 2,139,L,1063.6242480325695,1147.7024799113865,240.00000000000003,240.0
12 v/s 1,140,W,995.3614011418575,957.9020064343646,240.0,240.0
9 v/s 11,141,L,1025.6655360940654,1220.7123744532432,240.00000000000006,240.0
8 v/s 1,142,L,1004.6638744037895,1008.0099533972245,239.99999999999997,240.00000000000003
14 v/s 1,143,W,992.4153189704045,937.1893703665288,240.00000000000006,240.0
9 v/s 8,144,L,1030.756916981158,1176.5249869806885,240.0,239.99999999999994
10 v/s 12,145,L,1045.0862512982749,1085.2082759330644,240.00000000000003,240.0
11 v/s 10,146,L,1010.0181253213063,1235.4720534360474,240.00000000000003,239.99999999999997
7 v/s 2,147,L,1089.5398262769897,1160.463002650101,240.00000000000003,240.00000000000006
14 v/s 2,148,L,1010.8355390117534,1014.5718188084978,240.0,239.99999999999997
12 v/s 8,149,W,1023.2954766711047,877.6257000970064,239.99999999999997,240.00000000000003
1 v/s 14,150,W,1040.5698721764059,997.6450619140998,240.00000000000003,240.00000000000006
11 v/s 15,151,W,1004.2584988361926,966.1568721297434,240.0,240.0
5 v/s 13,152,W,1148.8790823461504,1146.8826629281884,240.0,240.00000000000003
2 v/s 13,153,W,1084.1509819540806,1081.4774586498145,240.00000000000003,240.00000000000003
13 v/s 4,154,W,1089.727200000302,1002.8352403088231,239.99999999999997,239.99999999999997
1 v/s 7,155,W,1105.1983085211752,1025.3493063856347,240.00000000000003,240.00000000000003
7 v/s 5,156,L,1071.1671515676453,1183.7620545100667,240.0,239.9999999999999
8 v/s 7,157,W,975.7318928746948,971.4460944628797,240.0,240.0
13 v/s 15,158,W,1060.5564313182197,1038.8944487877338,240.00000000000006,240.00000000000003
1 v/s 10,159,W,1053.126910551612,939.87254171408,240.00000000000003,240.00000000000003
4 v/s 16,160,L,980.5941927158691,1031.6605630875895,240.0,240.00000000000006
14 v/s 4,161,W,1070.3226089931995,1061.392532725803,240.0,239.99999999999997
16 v/s 5,162,L,1060.1720014905243,1153.2923452179118,239.99999999999997,239.99999999999994
9 v/s 1,163,W,1057.7722713146527,957.3645402618946,240.0,239.99999999999994
14 v/s 5,164,L,1003.1158129843011,1106.7417246839568,239.99999999999997,239.99999999999994
12 v/s 2,165,W,1033.3953725550316,1029.65335085385,239.99999999999997,240.00000000000003
7 v/s 5,166,L,1030.9504354470785,1284.6836360635693,239.99999999999997,240.00000000000003
11 v/s 16,167,L,1007.5847488316034,1069.5529515622516,239.99999999999994,240.0
7 v/s 1,168,W,1066.1052740479836,878.3110806359178,239.99999999999997,240.0
8 v/s 1,169,W,1072.9603195194445,1005.5032314546827,240.0,240.00000000000003
7 v/s 14,170,L,1021.8646676787511,1056.7305705531664,240.0,240.0
5 v/s 15,171,L,1039.4231718718288,1160.8708671630884,240.00000000000006,240.00000000000006
3 v/s 11,172,W,1082.7220047328426,1031.2174765083817,239.99999999999997,240.0
4 v/s 5,173,L,1008.0592305827429,1165.5547324493064,240.00000000000003,240.00000000000003
16 v/s 1,174,L,1038.3499754657162,1107.6799444445628,240.00000000000006,240.0
2 v/s 7,175,W,1068.6231666875196,1021.6615559965314,239.99999999999997,240.0
2 v/s 6,176,W,1022.4066354714789,888.3804224985759,239.99999999999997,240.00000000000006
9 v/s 15,177,L,1066.8729981214335,1120.8428132282565,240.0,240.0
7 v/s 13,178,W,1037.2786937017306,866.1035380098722,240.0,239.99999999999991
2 v/s 14,179,W,1145.131604987384,911.6136672981411,240.00000000000003,240.0
14 v/s 16,180,L,1008.2486867009463,1033.5294955153659,239.99999999999997,240.0
12 v/s 1,181,L,1004.5478355282595,1196.099746710139,239.99999999999997,240.00000000000003
5 v/s 10,182,L,1109.6009023648503,1181.2000620707577,240.0,240.0
2 v/s 8,183,L,1143.0944377611434,1257.6119850504238,240.0,240.00000000000003
13 v/s 2,184,L,1007.807984418736,1235.486917225289,240.00000000000003,240.0
9 v/s 8,185,W,966.0878672123648,948.023820685701,239.99999999999994,239.99999999999997
1 v/s 9,186,W,1081.417107216885,930.1508393999665,240.0,239.99999999999994
12 v/s 15,187,L,1029.9073638389182,1033.5940936831225,240.0,240.0
12 v/s 1,188,W,983.0974368402505,908.9988843113804,240.00000000000003,240.00000000000003
5 v/s 2,189,L,1072.7243835980348,1094.9746493959653,240.00000000000003,240.0
1 v/s 12,190,L,1029.0215603485678,1049.1699451279567,240.0,240.0
1 v/s 6,191,W,1042.196222224429,894.5155961954116,240.0,240.00000000000003
1 v/s 6,192,L,1073.2896588799972,1228.7404190837872,240.0,240.00000000000006
8 v/s 11,193,W,1011.5508344686189,872.0118575358887,239.99999999999994,240.00000000000003
5 v/s 1,194,W,1117.1978707548694,1060.188759683308,240.00000000000003,240.0
12 v/s 5,195,L,953.5903346811388,1132.3134956606912,240.00000000000006,240.0
3 v/s 16,196,W,1057.8218016672593,968.6378719562346,239.99999999999997,239.99999999999994
12 v/s 10,197,L,1071.0946731743884,1084.4586222877426,240.0,240.0
2 v/s 16,198,W,1106.6940314318686,994.6126825850943,240.0,239.99999999999994
3 v/s 6,199,L,1063.4015001343175,1179.7145644210325,239.99999999999997,240.0
3 v/s 6,200,L,1036.5128277122633,1134.1406886873167,240.0,239.99999999999997
8 v/s 7,201,W,997.7882606074264,890.5661505070069,240.00000000000003,240.0
2 v/s 1,202,L,1094.466433780274,1236.6330654270052,240.0,240.00000000000006
8 v/s 3,203,L,1037.3666669058211,1336.0144848610262,240.00000000000003,240.00000000000003
2 v/s 15,204,L,1112.4225312870558,1360.9576435651668,239.99999999999991,239.99999999999997
1 v/s 13,205,W,1024.3911571992414,905.275450593357,239.99999999999997,240.00000000000006
9 v/s 12,206,W,1038.2760877328185,997.0469126802188,240.0,239.99999999999997
8 v/s 1,207,W,1006.4703858396822,993.2001074764281,240.0,240.00000000000003
7 v/s 5,208,L,1041.574092969411,1192.7104394881885,239.99999999999997,240.00000000000003
4 v/s 13,209,W,976.8073163823734,924.4522493514992,240.00000000000003,240.0
9 v/s 1,210,W,1029.495309771398,984.8105263520283,240.0,239.99999999999994
11 v/s 2,211,L,1056.3329591607792,1349.44362602041,240.00000000000003,239.99999999999997
10 v/s 14,212,W,1089.1857513963316,949.6178694514352,239.99999999999997,239.99999999999997
3 v/s 2,213,L,1006.8728836974936,1241.8170001270207,240.0,239.99999999999997
12 v/s 13,214,W,1043.9817875988297,1016.9981030800385,240.0,240.00000000000003
14 v/s 11,215,W,977.8172082949478,933.5787478822828,240.0,239.99999999999994
16 v/s 6,216,L,1005.573165095572,1069.2941556885737,240.0,240.0
15 v/s 10,217,L,1026.538819973697,1172.6004899434415,240.00000000000003,240.00000000000003
15 v/s 10,218,W,1066.6716313098157,1051.5299277282263,240.00000000000006,239.99999999999994
5 v/s 16,219,W,1104.2132710506492,1050.7852213334052,240.0,240.0
16 v/s 2,220,L,1005.6539524256584,1348.404662528278,239.99999999999994,239.99999999999997
5 v/s 2,221,L,1110.8607793913288,1326.419179209497,239.99999999999997,239.99999999999997
10 v/s 14,222,L,979.4984970994735,1156.3998932279594,240.0,240.0
15 v/s 4,223,W,1096.4919553784707,1070.2244342783852,239.99999999999997,240.0
1 v/s 4,224,L,1005.6423799437567,1163.9912696609272,240.0,240.00000000000006
16 v/s 8,225,L,1002.901134571851,1329.896163706885,240.0,240.0
9 v/s 11,226,L,1046.005828479864,1140.044103284564,240.0,240.0
6 v/s 4,227,L,1017.3913090665917,1127.0805511263588,240.0,240.00000000000003
9 v/s 6,228,L,1002.1345107333425,1007.5778031001389,239.99999999999997,240.00000000000003
7 v/s 1,229,W,1013.4007774672439,845.4854956535528,240.0,240.00000000000003
3 v/s 4,230,L,1021.9502564235252,1041.620085725496,240.00000000000003,239.99999999999997
15 v/s 14,231,W,1056.8659784858755,874.4564400551865,240.0,240.0
12 v/s 4,232,W,1037.0648302065583,891.7620789797287,239.99999999999997,239.99999999999997
15 v/s 4,233,L,1058.950039802038,1108.0988588241303,240.0,240.00000000000006
14 v/s 6,234,W,1050.8944089515082,1014.7976706072878,240.0,240.00000000000003
8 v/s 11,235,L,1017.0664983275235,1046.9747111611362,240.0,240.00000000000003
16 v/s 5,236,L,1017.3429590657469,1054.6130705426135,239.99999999999997,240.0
9 v/s 2,237,L,990.0197993558396,1177.4397047716002,240.00000000000003,240.0
1 v/s 15,238,L,1074.9405799486422,1088.8077687549253,240.00000000000009,240.00000000000006
1 v/s 12,239,L,977.0075114782563,1175.1404772884684,240.0,239.99999999999997
7 v/s 16,240,W,1087.3892717988306,896.803625732323,240.00000000000003,240.00000000000003
2 v/s 15,241,W,1110.4212606837634,1075.8647840085569,240.0,239.99999999999997
7 v/s 1,242,W,1068.419069318251,1027.8576187968638,239.99999999999997,240.00000000000003
2 v/s 3,243,W,1116.7127070747076,890.5888660536949,239.99999999999997,240.00000000000003
8 v/s 3,244,W,1040.2903552488335,1027.0608099453764,240.0,240.00000000000006
8 v/s 16,245,W,1097.5570564076527,1022.7745274893667,240.0,240.0
6 v/s 10,246,L,1066.339768593417,1126.3878369925947,239.99999999999994,240.00000000000003
8 v/s 7,247,L,1000.329399902949,1062.2146971059497,239.99999999999997,240.00000000000003
2 v/s 5,248,W,1129.3588695562191,1021.5313310658677,239.99999999999997,239.99999999999997
12 v/s 4,249,L,1071.3670846184395,1090.4112149314353,240.0,239.99999999999997
12 v/s 15,250,L,994.8820898167743,1077.4888518291161,240.00000000000003,240.0
11 v/s 16,251,W,1038.8836110607137,989.6295346948305,239.99999999999997,240.00000000000003
1 v/s 9,252,W,1057.101056550265,888.8229035072281,240.0,239.99999999999997
8 v/s 15,253,L,1081.3347994447302,1081.7718008054796,240.00000000000003,240.0
5 v/s 13,254,W,1087.5484868118483,1071.2496778463278,239.99999999999997,239.99999999999997
14 v/s 3,255,L,1035.904741816091,1170.7811974134117,240.0,239.99999999999997
9 v/s 3,256,W,1056.7071229491805,980.9720141117136,240.0,240.0
16 v/s 13,257,W,1045.9060288322983,946.4504453143231,240.00000000000003,240.0
3 v/s 16,258,L,1049.089044529413,1116.8804416192802,240.00000000000006,239.99999999999997
8 v/s 2,259,L,1023.0658989933344,1054.8858043763182,240.0,239.99999999999994
6 v/s 7,260,L,1041.5978167806572,1139.346939299524,240.0,240.0
12 v/s 2,261,L,1015.7675509926781,1492.746825150018,240.00000000000006,240.0
10 v/s 9,262,L,1027.1711603062042,1132.7659503152818,240.0,240.0
13 v/s 4,263,L,1039.0690441033923,1117.7380401541495,240.0,239.99999999999997
16 v/s 10,264,L,1016.9886079015868,1070.0965606795753,239.99999999999997,239.99999999999994
6 v/s 9,265,L,948.6492891432044,1160.6075016392956,240.0,240.0
11 v/s 9,266,L,1056.1591235280646,1198.8148158800607,240.0,240.00000000000006
2 v/s 14,267,W,1133.6611169230273,1096.5802195021602,240.00000000000003,240.0
7 v/s 12,268,W,1066.4878653017047,1056.9123590019428,239.99999999999997,240.0
5 v/s 2,269,L,1002.4529826072069,1187.8337179121056,240.0,240.0
15 v/s 7,270,W,1035.1402980287419,1006.9762469956047,240.00000000000006,239.99999999999997
7 v/s 4,271,W,1085.6307331067046,1009.251419125086,239.99999999999994,239.99999999999997
2 v/s 1,272,W,1069.8928662405797,877.7755605379765,240.00000000000006,239.99999999999997
2 v/s 10,273,L,1060.6639149097869,1066.2967121449012,239.99999999999997,240.0
12 v/s 13,274,W,1004.5645116479672,888.4324780254644,240.0,240.00000000000003
3 v/s 1,275,L,1012.5772654957863,1078.6905330259474,240.00000000000003,240.0
4 v/s 5,276,L,976.7413796481454,1093.9429141035457,240.0,239.99999999999997
11 v/s 3,277,L,1006.8491469468249,1063.4625889633542,240.00000000000006,240.0
15 v/s 2,278,L,1002.5776446672542,1099.7890690825648,239.99999999999994,240.0
1 v/s 4,279,W,1067.243211472459,978.9359239973986,240.0,240.00000000000003
5 v/s 15,280,W,1073.234110795256,1027.308040013505,240.00000000000003,240.00000000000006
3 v/s 15,281,L,1057.4192488619767,1223.5594553884107,239.99999999999997,240.00000000000003
3 v/s 4,282,W,1078.8524245879848,1043.717217745284,239.99999999999997,240.0
5 v/s 10,283,W,1116.1713798816202,1112.5885366791074,240.00000000000006,240.0
1 v/s 12,284,W,1058.0413072095714,1031.0768275502014,239.99999999999997,240.0
14 v/s 15,285,L,1044.6840962132603,1051.7437157459817,240.00000000000003,240.00000000000003
4 v/s 14,286,W,1030.4556482751289,1020.3069478291994,239.99999999999997,240.0
8 v/s 14,287,L,986.6650085107657,1209.5324079106392,240.0,240.00000000000003
16 v/s 6,288,W,1072.7917588175987,1013.6878998999139,240.00000000000003,240.0
13 v/s 9,289,L,1023.4202825714348,1118.736783507243,239.99999999999997,240.0
7 v/s 4,290,W,1042.542605525822,1018.1710935212384,240.0,240.00000000000009
3 v/s 14,291,W,1051.668558353752,1034.5725050767894,239.99999999999994,240.00000000000003
8 v/s 9,292,W,1037.5740000503556,892.2395162983288,240.00000000000003,239.99999999999997
15 v/s 4,293,L,970.7193656322606,1163.0170668375335,240.00000000000003,240.00000000000006
14 v/s 5,294,L,1019.4099100585962,1102.0741562476219,240.00000000000003,240.0
16 v/s 10,295,W,1030.9787666158609,1028.1269408260002,239.99999999999997,240.0
3 v/s 13,296,L,978.4299925009816,1121.3002038405307,240.0,240.00000000000003
5 v/s 12,297,W,1121.29802687737,1020.8619804155016,239.99999999999997,240.0
6 v/s 14,298,L,1026.3310807048172,1038.0163794017178,240.0,239.99999999999997
9 v/s 15,299,L,1085.3191433542663,1168.9975650446406,240.0,240.00000000000003
5 v/s 11,300,L,1127.3808370064628,1135.09505627813,240.0,240.0
3 v/s 16,301,W,1101.063585552997,889.3431158663896,239.99999999999997,240.00000000000003
10 v/s 2,302,L,1010.3974810420957,1247.23794112694,240.0,240.0
10 v/s 14,303,L,1025.0025781368997,1234.294513905974,240.00000000000003,240.0
8 v/s 2,304,L,1030.8989493637705,1181.3000616399647,240.0,239.99999999999994
2 v/s 14,305,W,1137.8229951147473,1124.96101885558,239.99999999999997,239.99999999999994
9 v/s 10,306,L,1020.4894438449284,1046.7571171548416,240.00000000000006,240.00000000000006
14 v/s 7,307,L,1002.5955355484581,1067.082779718165,239.99999999999997,240.0
8 v/s 1,308,L,1026.2667297069859,1199.5470184220112,240.00000000000006,240.0
6 v/s 3,309,L,1007.636042539367,1287.2477904058276,240.0,240.0
7 v/s 10,310,L,1050.9979357477328,1055.9283927141405,239.99999999999997,240.0
12 v/s 3,311,W,1070.9972108047266,1019.0203507069584,240.00000000000006,240.00000000000003
14 v/s 1,312,L,976.3748600855288,1116.6844649829968,240.0,240.0
8 v/s 14,313,W,1029.0441776444318,815.8825251992538,240.0,240.0
7 v/s 10,314,L,1057.5897209216332,1167.302090175655,239.99999999999997,240.00000000000006
6 v/s 5,315,L,1053.8967192576667,1265.1626093998916,239.99999999999994,239.99999999999994
16 v/s 3,316,W,1025.7323221051458,1012.989324067848,240.00000000000006,240.0
15 v/s 3,317,L,1001.8848986217264,1179.2518094223585,240.0,240.0
9 v/s 15,318,W,1035.6418044568966,925.4861488542517,240.0,240.0
16 v/s 11,319,L,1042.8409649738287,1138.422998271482,240.00000000000006,240.0
1 v/s 12,320,L,1070.7371318160554,1109.7652931356026,240.00000000000003,240.0
14 v/s 6,321,W,1025.10760375159,988.9811658820324,239.99999999999997,240.0
4 v/s 8,322,W,995.9331253751542,959.6468553753803,240.00000000000003,240.0
9 v/s 11,323,L,1032.7253140076334,1087.1618223622,240.0,240.0
2 v/s 8,324,W,1154.5514299071651,1142.1922024963242,239.99999999999997,239.99999999999994
11 v/s 13,325,L,1067.9097834200281,1167.3278642432017,240.00000000000003,239.99999999999997
8 v/s 1,326,W,1020.1696697508615,947.0053920874499,240.00000000000003,240.0
12 v/s 9,327,L,996.8503154747212,1398.5658852302606,240.0,240.0
3 v/s 12,328,W,1074.7333294705165,945.8245674771881,240.0,240.0
10 v/s 1,329,L,972.872503236294,1048.183163060637,240.00000000000003,240.00000000000003
3 v/s 2,330,L,1073.0941178301432,1151.94534896121,240.0,239.99999999999997
