Player Name,Estimated Strength,True Strength
P1T7,1112.2166379137589,1125.0
P2T5,813.9946392533351,956.0
P3T10,989.64756857502,1011.0
P3T8,817.631434917017,916.0
P10T6,877.1135740243582,912.0
P10T7,982.3957894652432,1040.0
P5T1,1374.9700600043475,1229.0
P4T6,855.0353603148568,960.0
P2T11,963.1179765885807,978.0
P7T8,1127.9007553836138,1184.0
P1T10,918.8852778567175,911.0
P6T3,881.9297022007177,963.0
P8T15,949.900877039433,983.0
P2T14,974.3110550098999,1049.0
P5T2,804.2616763959303,914.0
P1T14,795.5966962865455,903.0
P2T7,992.9383375893734,986.0
P10T11,743.2324792522991,934.0
P8T1,891.7915500832262,944.0
P9T11,1053.6681702633816,1013.0
P8T11,833.6339852842348,920.0
P2T15,874.3757667820653,926.0
P7T6,974.9286023329835,1072.0
P1T9,975.8771706703545,1079.0
P2T8,1169.896812725871,1251.0
P7T5,1608.8503024671456,1324.0
P1T16,901.1077615052626,1017.0
P1T6,756.2115473128914,954.0
P3T13,1039.0048276057694,1104.0
P6T10,1232.2365516251102,1125.0
P4T13,1233.077562741108,1151.0
P3T1,1490.8615815786193,1342.0
P2T2,1498.8795623000083,1329.0
P2T13,1606.4872141507424,1301.0
P2T9,875.8230847964469,952.0
P8T13,778.9630651010964,940.0
P3T14,1031.8397443862536,1066.0
P8T12,983.5848077203345,1003.0
P1T15,984.2282219315007,1023.0
P10T1,1137.0327320626504,1137.0
P5T3,685.6397194849933,902.0
P4T5,826.0564788130182,905.0
P1T2,1155.697616384958,1070.0
P5T15,1662.8291406697656,1372.0
P8T4,1089.2655985629708,1014.0
P4T9,968.4741301474666,1035.0
P4T11,889.2892578337455,1065.0
