Team1 v/s Team2,Game Number,W/L,Team1 strength,Team2 strength,Total Time 1,Total Time 2
1 v/s 7,64,L,1123.120616479679,1133.6186952129096,240.0,240.00000000000006
7 v/s 9,65,L,1103.3710351447776,1306.5968413379846,240.0,240.0
11 v/s 9,66,W,1060.9708113152715,973.7709238669573,240.00000000000006,240.00000000000006
15 v/s 16,67,L,1108.3438200224527,1235.3331448824597,240.00000000000003,240.00000000000003
7 v/s 1,68,L,1056.0575270622728,1356.2741190369854,240.00000000000006,240.0
3 v/s 13,69,L,1136.9821979214985,1185.8102814385945,240.0,240.0
2 v/s 16,70,L,1072.7870957866874,1165.8464910667078,240.0,240.0
7 v/s 1,71,L,1025.1848690769352,1485.618000389092,240.0,240.0
5 v/s 6,72,L,1008.1821608621789,1076.2623922209286,239.99999999999997,240.0
15 v/s 9,73,L,1120.0343771350485,1148.1512182527076,240.00000000000003,240.00000000000006
10 v/s 16,74,L,1074.7817267680568,1082.7929176623452,240.0,240.00000000000006
16 v/s 13,75,W,1021.8900241748556,1002.8037768875005,240.00000000000003,240.0
13 v/s 15,76,L,1037.4015170304071,1166.643996286116,240.0,240.0
1 v/s 15,77,L,1099.2850501989437,1232.1472813415344,240.0,240.00000000000006
2 v/s 11,78,L,1075.3901041758038,1120.1063600938844,239.99999999999997,240.0
15 v/s 9,79,W,1075.2225050082511,998.4992549416255,240.0,239.99999999999997
15 v/s 16,80,W,1085.0577510850546,1062.0400282857909,240.0,240.00000000000003
13 v/s 5,81,W,1090.3492180810276,796.0709687628863,240.0,240.0
13 v/s 9,82,L,1048.8651332701118,1073.5606439260605,240.0,240.00000000000003
15 v/s 7,83,W,1019.0906200758179,1015.1915235182294,240.0,240.0
4 v/s 1,84,L,1034.9285730438128,1327.2319594580256,239.99999999999997,239.99999999999994
3 v/s 7,85,L,1055.8932382904316,1165.8555426611351,240.00000000000003,240.00000000000003
12 v/s 4,86,W,1087.5290064750127,969.7192884737303,239.99999999999997,240.0
9 v/s 4,87,L,1022.1954437768381,1213.4788166352525,240.0,240.0
9 v/s 15,88,L,1046.8860764156984,1069.7866962418655,239.99999999999997,239.99999999999997
5 v/s 10,89,L,1004.6683047305315,1147.2675412760184,240.00000000000003,239.99999999999994
8 v/s 13,90,L,1058.6330168047575,1198.2002577344053,240.00000000000006,240.0
12 v/s 4,91,L,1047.8722530071348,1138.9747229574402,240.00000000000003,240.00000000000006
8 v/s 15,92,L,1110.756165469069,1179.8535749811317,240.0,239.99999999999997
13 v/s 10,93,W,1086.4981111607592,1062.2899105289457,240.0,240.0
9 v/s 16,94,L,1009.3585847039545,1011.5063592243391,240.00000000000003,240.0
12 v/s 15,95,W,1071.2549568805398,882.5417270108481,239.99999999999997,239.99999999999997
2 v/s 12,96,L,1062.8322595154666,1244.0556647570552,240.00000000000003,240.0
12 v/s 11,97,L,996.6556311499922,1183.4379770030628,239.99999999999994,239.99999999999994
9 v/s 4,98,L,993.5423421800256,1046.7975180589158,239.99999999999997,239.99999999999994
1 v/s 6,99,L,1045.2828399436478,1203.248438185736,240.0,239.99999999999997
15 v/s 16,100,W,1099.1766643854094,909.455519131582,240.00000000000003,239.99999999999997
15 v/s 16,101,W,1083.8092911089268,962.5784130304343,239.99999999999994,240.0
10 v/s 11,102,L,1017.4919442621712,1209.4574508222304,240.00000000000003,239.99999999999997
2 v/s 10,103,W,1039.595509267339,880.8332383123447,239.99999999999997,240.00000000000006
9 v/s 7,104,L,1013.7050885751323,1228.6941392750805,239.99999999999997,240.00000000000006
13 v/s 14,105,L,998.7037818239075,1119.3631312114871,239.99999999999994,239.99999999999994
10 v/s 11,106,L,980.1309694645785,1065.6234957762358,239.99999999999997,239.99999999999997
9 v/s 14,107,L,1016.1995961871908,1269.2071114381517,239.99999999999997,240.00000000000003
11 v/s 15,108,L,1152.0516272793816,1264.1182703502186,240.00000000000003,240.00000000000003
9 v/s 14,109,L,1048.5192090612393,1239.8914749844005,240.00000000000003,240.0
9 v/s 1,110,L,979.2866129489438,1202.8446121950915,240.0,240.0
1 v/s 5,111,L,1024.7932736831078,1081.6319616516682,240.0,239.99999999999997
3 v/s 15,112,L,1062.7089190524375,1172.0218832850203,240.0,240.0
6 v/s 7,113,W,1014.1201465274023,988.0875928147331,240.00000000000003,239.99999999999997
13 v/s 16,114,W,988.637145125598,858.1930277281538,240.0,240.0
4 v/s 10,115,L,973.9322007747928,1008.6027476741097,239.99999999999997,240.00000000000003
4 v/s 13,116,L,998.9621245630658,1271.1064661927549,240.00000000000003,240.0
8 v/s 15,117,L,1051.9783873204356,1066.699314591829,239.99999999999997,240.0
6 v/s 2,118,W,1063.759650124578,1053.1878366724573,240.0,240.00000000000003
10 v/s 16,119,W,1069.2454919408162,1059.3723156104018,239.99999999999997,239.99999999999994
11 v/s 3,120,W,1045.3532601811462,1030.6877698105213,240.00000000000003,239.99999999999997
13 v/s 8,121,L,1024.345307150503,1127.0580221507669,239.99999999999997,240.00000000000003
3 v/s 5,122,W,1097.9877273497887,997.3043276299871,239.99999999999997,240.0
4 v/s 9,123,L,1010.4017906692956,1423.5371074670027,239.99999999999997,240.00000000000003
16 v/s 11,124,W,1023.9987279484036,1016.6004273011974,240.0,240.0
8 v/s 4,125,W,1160.1349413141406,997.6517725714674,240.0,240.0
5 v/s 8,126,L,992.0236857014512,1060.984391909844,240.00000000000003,240.00000000000003
9 v/s 13,127,L,1066.592336684667,1178.6963392317348,239.99999999999997,240.00000000000006
1 v/s 6,128,W,1040.1405601972729,937.7153632678023,240.0,240.0
7 v/s 4,129,L,1003.3873035761586,1186.481363599687,240.00000000000003,240.0
12 v/s 1,130,W,1045.8597156599183,954.5042957369002,240.0,239.99999999999997
6 v/s 1,131,L,1067.7884261137797,1182.040895188977,240.0,240.00000000000006
11 v/s 4,132,W,1063.0099726316757,1004.8026489695715,240.0,240.0
14 v/s 12,133,W,1067.1290986608008,1046.442171817572,240.0,240.00000000000003
7 v/s 9,134,W,1057.8736758816651,1017.2023605049625,240.0,240.0
2 v/s 8,135,L,1051.0145150954302,1264.1736679817311,239.99999999999994,240.00000000000003
16 v/s 4,136,L,984.4038658312296,1077.120356111583,240.0,239.99999999999997
2 v/s 4,137,L,1081.8973700956242,1203.6028729570398,240.0,240.00000000000003
12 v/s 4,138,W,1129.2563814934026,955.788512294698,240.0,239.99999999999994
14 v/s 8,139,L,1044.3859225672584,1109.9669364600866,239.99999999999997,239.99999999999997
12 v/s 15,140,L,1057.9392038962312,1145.11498288208,240.0,240.00000000000006
4 v/s 11,141,W,1026.0494135683382,963.6829851140297,240.0,240.0
3 v/s 8,142,L,1063.27557649994,1069.8918831261535,240.00000000000003,240.0
3 v/s 12,143,L,1035.6175651709486,1153.0479313264298,239.99999999999997,240.0
13 v/s 5,144,L,1079.4706599036724,1156.3014112711255,240.0,240.0
5 v/s 15,145,L,1022.4049121565312,1070.2676989752167,240.0,240.00000000000003
2 v/s 15,146,L,1065.163222354609,1484.9823992467886,240.0,240.0
7 v/s 1,147,W,1058.2745275143288,1019.2259810195843,240.0,240.0
8 v/s 5,148,L,1096.7602912846462,1146.1121954282767,240.0,240.0
4 v/s 11,149,L,1045.4172861036045,1057.6935666836614,240.0,240.00000000000003
6 v/s 10,150,L,1092.4619989664807,1105.931799563756,239.99999999999997,240.0
7 v/s 10,151,L,1057.2818844885235,1203.887821312973,239.99999999999997,240.00000000000003
4 v/s 10,152,L,1068.0781139669657,1077.947010386047,239.99999999999997,240.0
13 v/s 11,153,L,1099.0808583759435,1364.7246526793772,240.00000000000006,239.99999999999997
15 v/s 4,154,L,1101.0223765876717,1119.4900132033054,239.99999999999994,239.99999999999997
8 v/s 4,155,W,1168.073655525581,1010.0302172216284,240.0,239.99999999999997
11 v/s 3,156,W,1043.0083283441397,1041.1033132098685,239.99999999999997,240.0
16 v/s 7,157,L,987.0183622836862,1050.0135476589205,240.0,239.99999999999994
8 v/s 12,158,L,1021.1089196767329,1199.9733066806562,240.0,239.99999999999994
12 v/s 14,159,W,1101.1990402366587,1017.1810389175022,240.00000000000003,239.99999999999994
9 v/s 4,160,L,992.0191788587035,1073.9383342276508,240.0,239.99999999999997
4 v/s 16,161,L,980.7613357138227,1175.7247294870074,240.00000000000003,240.0
11 v/s 4,162,W,1063.2484350454,1061.4861961697522,240.0,239.99999999999997
12 v/s 15,163,W,1073.074459313651,1002.4139508275699,240.00000000000003,239.99999999999994
2 v/s 12,164,W,1100.7288410164558,958.0620520015276,240.00000000000003,240.00000000000003
7 v/s 13,165,L,1062.4249170509606,1284.6541949434395,239.99999999999997,240.00000000000003
1 v/s 12,166,W,1078.565545004395,1043.8960604499202,240.00000000000006,240.00000000000006
14 v/s 7,167,W,989.9547017169588,858.6403654770343,240.0,239.99999999999997
15 v/s 5,168,W,1094.5751490364182,1071.9914556587812,239.99999999999997,240.00000000000003
12 v/s 14,169,L,1063.5394177411317,1094.7741172410101,240.00000000000003,240.0
10 v/s 14,170,W,1048.766043997758,774.6703098678064,240.0,240.0
7 v/s 5,171,W,1029.5736425563794,976.160131146166,240.00000000000003,240.00000000000003
8 v/s 1,172,L,1109.2751039930488,1439.3286015834976,240.0,240.0
3 v/s 14,173,L,1079.889386945704,1281.5440548572487,240.0,239.99999999999997
10 v/s 6,174,L,963.5742687274685,1052.571890376462,240.0,240.00000000000009
1 v/s 4,175,W,1070.998020492094,831.1431015434064,240.00000000000006,240.00000000000003
14 v/s 4,176,W,1069.8231568226665,938.142568333089,240.00000000000003,240.0
9 v/s 4,177,L,1003.2398165714396,1129.8864190013837,240.0,239.99999999999997
1 v/s 2,178,L,1094.870535579158,1111.7396519754382,240.0,240.00000000000006
1 v/s 16,179,W,1103.7160728869233,1020.3245350515411,240.00000000000003,239.99999999999997
10 v/s 15,180,L,1062.0133495067616,1503.6439498382467,240.0,240.0
7 v/s 1,181,L,1019.2435747804417,1286.0149880416648,240.0,240.0
3 v/s 2,182,L,1058.3291867649177,1199.430168232174,239.99999999999994,240.0
3 v/s 9,183,W,1099.846162537794,810.0995605068393,240.00000000000003,240.0
1 v/s 7,184,L,1075.9940807597657,1264.0574272858494,240.00000000000006,240.0
4 v/s 3,185,L,1057.3085534256777,1281.887814756163,240.0,239.99999999999997
10 v/s 13,186,L,1053.510031935605,1628.1570180765204,240.0,240.0
5 v/s 4,187,L,999.9170016830033,1129.9297871422352,239.99999999999994,240.0
7 v/s 1,188,L,1055.6523541485724,1155.6628926603598,240.00000000000003,240.0
3 v/s 1,189,L,1065.1906619758045,1147.8837773231267,240.00000000000003,240.0
4 v/s 15,190,W,1127.555361582436,1028.4600744834618,240.00000000000003,239.99999999999994
5 v/s 12,191,L,992.6916041447518,1273.953794297044,240.0,239.99999999999997
11 v/s 3,192,L,1130.04766234999,1218.1412859992029,240.00000000000003,239.99999999999997
14 v/s 4,193,W,1046.7482356974574,1011.1153552393077,240.0,239.99999999999997
14 v/s 7,194,W,1053.8669478385186,858.3202223483424,240.0,240.0
6 v/s 10,195,L,1081.3072235804905,1165.4893684642173,240.0,240.00000000000003
5 v/s 9,196,W,1002.2432708316136,958.9227949166099,240.0,240.00000000000003
8 v/s 14,197,L,1066.077461994744,1319.2930735617545,240.0,240.0000000000001
4 v/s 5,198,W,1002.9266935338852,987.9743643291912,239.99999999999997,240.0
8 v/s 5,199,W,1083.2706333291444,973.3245301167736,239.99999999999997,240.00000000000006
10 v/s 5,200,L,992.0812616964105,1136.0950808279006,240.00000000000003,239.99999999999997
4 v/s 10,201,L,1008.432296855931,1045.943098628657,240.0,240.0
4 v/s 1,202,L,1024.7041695295798,1073.0532905780242,239.99999999999994,239.99999999999994
11 v/s 16,203,L,1083.4785656123333,1390.0941863619983,240.0,239.99999999999997
10 v/s 12,204,L,1000.0109373287315,1018.5798811112974,240.0,239.99999999999997
9 v/s 3,205,L,987.6406307686177,1311.6883398993234,240.00000000000003,240.0
8 v/s 15,206,W,1084.5768282611978,977.0477471021904,240.0,240.00000000000003
3 v/s 7,207,W,1104.049494820994,1042.9640666270877,239.99999999999997,240.0
5 v/s 10,208,W,1056.320647491128,808.2843647817051,240.0,239.99999999999994
8 v/s 10,209,L,1087.3503385670062,1106.1833713029628,240.0,240.00000000000006
15 v/s 3,210,L,1087.1800969213043,1319.1207655226938,240.0,240.00000000000003
4 v/s 16,211,W,1031.9564786734068,1008.3446354332931,240.0,240.0
10 v/s 13,212,W,1039.7368653433473,998.8761810191656,240.00000000000003,240.0
13 v/s 9,213,L,1021.1186368861624,1152.681600141484,239.99999999999997,240.0
14 v/s 2,214,W,1081.399126057819,1024.1931692309638,239.99999999999994,240.0
9 v/s 11,215,W,981.0478122297441,921.2970656063173,240.00000000000006,239.99999999999997
3 v/s 8,216,L,1109.353268619811,1196.536350992453,239.99999999999997,240.0
4 v/s 3,217,L,1083.9452884124712,1270.5046948101055,240.0,239.99999999999997
8 v/s 15,218,L,1104.8095380207933,1198.6012279285655,240.00000000000006,240.00000000000003
7 v/s 2,219,L,1034.55604930232,1130.2160233358363,240.0,240.0
4 v/s 5,220,L,1015.3704943444051,1222.3482209267734,240.0,240.0
6 v/s 11,221,W,1139.662026047587,897.405853842153,240.00000000000006,240.0
8 v/s 5,222,W,1121.370134744474,985.3992198169616,240.00000000000003,240.0
9 v/s 2,223,L,991.1337359665708,1113.3929304361786,240.0,240.00000000000006
7 v/s 12,224,L,998.9873402548432,1138.2877376326946,240.0,240.0
9 v/s 12,225,W,1067.0207874906848,920.3609618027843,239.99999999999997,239.99999999999997
15 v/s 10,226,L,1093.9800876365284,1162.4171372190908,240.0,239.99999999999994
15 v/s 11,227,L,1080.9734858434215,1162.0908112462341,240.00000000000006,239.99999999999997
1 v/s 12,228,L,1175.869129405014,1256.2831271455136,239.99999999999997,239.99999999999997
3 v/s 16,229,W,1050.5675460235252,891.8239491309491,240.00000000000003,240.0
6 v/s 12,230,L,1037.128533519621,1314.1983876674346,239.99999999999997,240.0
6 v/s 2,231,L,1099.4453849294223,1205.475410156084,240.0,240.0
12 v/s 3,232,L,1073.0722238485316,1192.59635081691,240.0,240.0
12 v/s 14,233,L,1017.3022774374622,1024.1554098591482,240.0,240.00000000000009
8 v/s 5,234,L,1124.0987175813914,1130.1313800909452,240.0,240.00000000000003
7 v/s 8,235,L,1022.8867732029252,1419.9663706363974,239.99999999999997,240.0
4 v/s 16,236,W,999.7258957088849,890.1107186976599,239.99999999999997,240.00000000000003
16 v/s 4,237,W,1077.7695506593916,1016.4482489048594,239.99999999999997,239.99999999999997
13 v/s 16,238,L,1051.2404110947214,1197.5910232343729,239.99999999999997,239.99999999999994
4 v/s 3,239,L,1037.3751991894317,1296.4536786799172,239.99999999999997,240.0
3 v/s 1,240,L,1038.9512228867518,1186.8999150309235,240.00000000000003,239.99999999999997
6 v/s 13,241,L,1049.2815674813894,1148.8780242631703,239.99999999999994,239.99999999999994
2 v/s 13,242,W,1049.010986827194,1010.1717827212422,239.99999999999994,240.0
9 v/s 7,243,L,1028.8312296421336,1211.236648970406,239.99999999999994,239.99999999999997
2 v/s 13,244,W,1037.771723807701,971.9881284358103,239.99999999999997,240.0
16 v/s 3,245,L,947.2677443197006,1279.6000133191203,240.0,240.00000000000003
10 v/s 12,246,L,1031.4207570254462,1121.8751165021538,240.0,240.0
14 v/s 5,247,L,1070.6208698389862,1257.177869169668,240.0,240.0
4 v/s 6,248,W,1061.8927003335461,1047.4306688493878,240.0,240.00000000000003
7 v/s 2,249,W,1042.7001037147745,876.7202424705813,239.99999999999997,239.99999999999997
7 v/s 12,250,L,1030.4596167984653,1114.7090875672568,240.0,239.99999999999994
10 v/s 2,251,W,1039.5974144747497,1029.56609160877,240.00000000000003,239.99999999999997
13 v/s 14,252,L,1005.5071879993108,1040.384747738148,239.99999999999994,239.99999999999997
15 v/s 4,253,W,1091.9852127558338,1037.5426013694657,240.00000000000003,240.0
9 v/s 11,254,L,993.9452013290746,1087.9324491795107,240.00000000000003,240.0
16 v/s 8,255,L,975.5300461421975,1213.2910215375211,240.0,240.00000000000003
14 v/s 11,256,L,1044.130903498301,1186.7747693135866,239.99999999999997,239.99999999999997
15 v/s 2,257,L,1097.0210752498067,1151.56040057981,240.0,240.0
7 v/s 5,258,L,1011.0437247925806,1174.4981907231647,240.00000000000003,240.00000000000006
14 v/s 11,259,W,1098.5594817364338,1098.3393783650397,240.0,239.99999999999997
16 v/s 2,260,L,1004.1186607551533,1198.546254041673,239.99999999999997,239.99999999999997
11 v/s 8,261,W,1081.4296845969966,1072.4366020236325,240.0,240.00000000000003
11 v/s 15,262,L,1090.5046563860112,1179.8178667563154,240.0,240.00000000000006
15 v/s 6,263,L,1081.0911258872356,1157.7801378457084,239.99999999999997,240.00000000000003
8 v/s 9,264,L,1100.5454311483516,1114.3805736414035,240.00000000000003,240.0
10 v/s 3,265,W,1091.9421867190392,1005.7812900111253,240.0,240.0
7 v/s 11,266,W,1037.4378349278502,985.3242204241948,240.00000000000003,240.0
7 v/s 1,267,L,1059.3481987797322,1220.068642086203,240.0,240.0
9 v/s 2,268,L,966.4198478235354,1354.2651773597363,240.0,240.0
12 v/s 4,269,L,1068.479972361748,1156.6487362213254,240.0,239.99999999999997
7 v/s 6,270,W,1006.938260661936,998.9722543375433,239.99999999999994,240.00000000000003
1 v/s 6,271,L,1083.9549756067386,1330.3455551845566,240.00000000000006,240.0
3 v/s 16,272,L,1112.1187334847837,1118.2697016831694,239.99999999999994,240.0
10 v/s 16,273,L,1047.1268523111169,1161.658842701743,240.0,239.99999999999997
8 v/s 10,274,L,1042.3906642057277,1066.4955605667667,240.0,240.00000000000006
15 v/s 6,275,L,1076.2539922258936,1086.9349515114666,240.0,240.00000000000003
14 v/s 7,276,L,1087.155855168576,1092.0789119597027,239.99999999999997,239.99999999999997
13 v/s 10,277,L,1027.0520157338044,1044.735695689973,240.00000000000003,240.0
10 v/s 2,278,L,1025.5330210134036,1039.282931979564,239.99999999999997,240.00000000000003
5 v/s 12,279,L,1002.2592030572545,1168.9559924094453,240.00000000000003,239.99999999999997
10 v/s 4,280,L,1046.9164609045467,1167.381035103671,240.0,240.00000000000006
9 v/s 3,281,L,1000.9008137433173,1248.6913473051056,240.0,239.99999999999997
10 v/s 16,282,W,1051.1456061243075,940.8585586551804,239.99999999999997,239.99999999999997
1 v/s 11,283,L,1067.7282982183456,1134.6644734933568,240.0,239.99999999999997
6 v/s 9,284,W,1030.9400936514614,882.4272280944466,240.0,240.0
7 v/s 14,285,L,1048.0767343317157,1289.1770258866047,240.0,240.0
5 v/s 14,286,L,1046.203836925789,1324.5084163945298,240.00000000000006,240.0
11 v/s 3,287,L,1079.988599002985,1226.0127817107111,240.00000000000003,239.99999999999997
3 v/s 13,288,L,1017.9656034878443,1062.8008524293118,240.0,240.00000000000003
11 v/s 12,289,W,1143.872958648242,1041.2375185338158,240.0,240.0
6 v/s 14,290,L,1054.9857030296573,1124.6081502980908,239.99999999999997,240.00000000000003
15 v/s 3,291,W,1117.3751250929386,1062.196781484109,240.0,239.99999999999994
13 v/s 15,292,L,1054.037502031403,1085.9385074503102,240.00000000000003,240.00000000000003
2 v/s 8,293,W,1098.160437962838,1092.1909075074725,240.00000000000003,240.00000000000003
3 v/s 7,294,W,1069.4228484212028,1063.5898682546563,240.00000000000003,240.0
14 v/s 5,295,W,1036.5468823732706,989.4262105916666,240.00000000000003,240.00000000000003
13 v/s 16,296,W,1077.576452456991,868.476754191731,240.0,240.0
8 v/s 9,297,W,1093.5801659876709,1053.8477436547732,240.00000000000006,239.99999999999997
2 v/s 6,298,W,1087.6323398797037,1006.7707723020168,239.99999999999997,240.0
13 v/s 4,299,L,1032.3347681601438,1277.986175586171,240.0,240.00000000000003
13 v/s 4,300,L,1094.196094501394,1215.3312630464332,240.0,239.99999999999997
9 v/s 13,301,W,1039.092648870381,998.5294871529371,240.0,240.00000000000003
8 v/s 12,302,W,1099.1056180698415,1009.2058369773406,239.99999999999997,240.00000000000003
15 v/s 1,303,L,1159.1732513774846,1169.6427889808672,239.99999999999997,239.99999999999997
13 v/s 12,304,L,1055.150418227018,1117.750713838103,239.99999999999991,240.00000000000003
12 v/s 8,305,W,1048.1564757140402,994.8203143771836,240.00000000000003,240.0
9 v/s 12,306,L,1063.2803237561811,1091.0411756905257,240.00000000000006,240.0
4 v/s 11,307,W,1029.6527950931659,897.6711242484222,239.99999999999997,240.0
6 v/s 10,308,W,1085.6338464953108,981.437126008897,240.00000000000006,239.99999999999997
16 v/s 5,309,W,1036.6688859793303,980.7417995766873,240.00000000000003,240.00000000000003
11 v/s 16,310,W,1116.903393580644,1066.641993230179,240.0,239.99999999999994
11 v/s 4,311,W,1142.9807470151304,881.3443813562516,240.00000000000003,240.0
14 v/s 9,312,L,1107.3743859457431,1157.4987222406621,239.99999999999997,240.0
7 v/s 10,313,W,1030.2013230515909,798.1012258840407,240.00000000000003,240.0
2 v/s 1,314,L,1071.2675285912137,1072.3419972189417,240.00000000000003,240.00000000000003
3 v/s 8,315,L,1109.8245063475886,1184.734578060471,239.99999999999997,240.00000000000003
3 v/s 15,316,L,1094.1326188439298,1333.271292932627,240.00000000000003,240.00000000000003
6 v/s 15,317,L,1074.399661115475,1079.150530427442,239.99999999999994,240.0
6 v/s 11,318,W,1070.4081144702939,999.6302584998494,240.00000000000003,240.0
16 v/s 6,319,L,1036.2419837508294,1103.341034153415,239.99999999999997,240.0
16 v/s 3,320,L,1056.1766456794267,1146.7604087679626,240.0,240.00000000000006
16 v/s 4,321,L,1013.3927281245752,1241.7261415554146,240.0,239.99999999999994
11 v/s 10,322,W,1045.0930149006622,1025.8412424647606,239.99999999999997,240.00000000000003
16 v/s 10,323,W,977.213119402086,928.5433754787125,239.99999999999994,240.00000000000003
11 v/s 4,324,L,1028.5091811521906,1089.0018021784053,240.0,239.99999999999997
3 v/s 12,325,W,1066.5023287670915,1053.9086976400142,240.0,240.0
10 v/s 14,326,W,1075.9184743389117,1000.4960217526124,240.0,239.99999999999997
5 v/s 9,327,W,1040.0727867384544,1014.8339451204331,240.0,240.00000000000006
4 v/s 10,328,L,1004.2204018480614,1101.6497049765044,239.99999999999997,240.0
8 v/s 11,329,W,1141.2767044247012,806.1581115446241,240.0,239.99999999999997
5 v/s 3,330,L,1023.6377889173592,1128.6368967358476,239.99999999999997,240.00000000000006
14 v/s 13,331,L,1039.9481243298353,1295.5748770052705,240.0,240.0
